,employee_number,age,attrition,business_travel,department,education,education_field,environment_satisfaction,gender,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_rate,num_companies_worked,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,date_birth,remote_work,hourly_rate,daily_rate,distance_from_home,monthly_income,total_working_years
1419,1316,31,No,desconocido,desconocido,universidad,life_sciences,1,female,3,2,sales_executive,4,desconocido,22589,1,No,11,3.0,1,2,2,3,10,0,2,1992,yes,67,1112.0,5.0,6302.4,10
1420,1317,41,No,travel_rarely,desconocido,fp,desconocido,4,male,3,3,sales_executive,3,single,11591,3,desconocido,16,3.0,4,0,2,3,2,0,2,1982,yes,80,1206.0,23.0,5244.4,21
1421,1318,38,No,travel_rarely,desconocido,fp,desconocido,4,female,3,1,laboratory_technician,3,desconocido,26176,7,desconocido,19,3.0,4,1,5,3,0,0,0,1985,yes,87,1495.0,4.0,3306.0,7
1422,1319,32,Yes,travel_rarely,desconocido,universidad,life_sciences,4,male,3,1,laboratory_technician,2,single,24852,1,No,12,3.0,1,0,2,3,1,0,0,1991,yes,95,1259.0,2.0,1393.0,1
1423,1320,60,No,desconocido,desconocido,universidad,desconocido,3,male,1,3,healthcare_representative,4,divorced,20467,3,No,20,4.0,3,1,2,4,1,0,0,1963,no,92,878.2,1.0,10883.0,19
1424,1321,24,Yes,desconocido,desconocido,eso,desconocido,4,male,1,1,human_resources,3,married,11585,1,No,11,3.0,3,1,2,3,1,0,0,1999,yes,58,240.0,22.0,2778.8,1
1425,1322,40,No,travel_rarely,desconocido,fp,life_sciences,2,female,3,2,manufacturing_director,1,desconocido,5041,2,Yes,16,3.0,2,1,3,3,1,0,0,1983,yes,92,369.0,8.0,7613.4,18
1426,1323,30,No,travel_rarely,desconocido,eso,desconocido,2,male,3,1,research_scientist,4,married,3811,1,No,12,3.0,2,1,2,2,10,0,8,1993,yes,33,793.0,9.8,2862.0,10
1427,1324,47,No,non_travel,desconocido,universidad,marketing,3,male,3,2,sales_executive,2,desconocido,3536,7,No,11,3.0,4,1,3,1,1,0,0,1976,yes,87,543.0,2.0,2830.2,4
1428,1325,32,Yes,travel_rarely, sales ,fp,desconocido,1,male,1,2,sales_executive,2,single,12147,6,desconocido,15,3.0,2,0,2,3,0,0,0,1991,no,56,964.0,1.0,6735.0,10
1429,1326,45,No,travel_rarely,desconocido,bachillerato,life_sciences,4,female,1,3,human_resources,3,married,6595,4,desconocido,21,4.0,3,2,2,4,5,0,3,1978,yes,56,176.0,9.8,9756.0,9
1430,1327,34,No,desconocido,desconocido,universidad,desconocido,4,male,4,1,research_scientist,4,married,5586,0,Yes,14,3.0,1,3,3,3,5,1,2,1989,no,97,181.0,2.0,6682.6,6
1431,1328,33,Yes,desconocido,desconocido,bachillerato,desconocido,1,female,3,3,sales_executive,1,desconocido,10092,2,Yes,20,4.0,3,0,2,2,0,0,0,1990,yes,74,211.0,16.0,6524.8,13
1432,1329,31,Yes,travel_rarely,desconocido,universidad,desconocido,1,male,3,3,sales_executive,3,married,19002,2,desconocido,13,3.0,1,3,2,3,1,0,0,1992,yes,70,1079.0,16.0,7099.6,9
1433,1330,29,No,travel_rarely,desconocido,bachillerato,technical_degree,4,female,2,1,research_scientist,1,divorced,10007,1,desconocido,13,3.0,3,1,2,3,1,0,0,1994,yes,91,590.0,4.0,4250.0,8
1434,1331,30,No,desconocido,desconocido,bachillerato,desconocido,3,male,4,2,healthcare_representative,3,married,9128,3,No,16,3.0,3,1,3,3,7,1,7,1993,no,58,305.0,16.0,5294.0,10
1435,1332,38,No,travel_rarely,desconocido,bachillerato,medical,2,male,1,2,healthcare_representative,4,married,24539,3,desconocido,16,3.0,3,1,2,3,1,1,0,1985,yes,60,833.0,18.0,3891.2,9
1436,1333,43,Yes,desconocido,desconocido,bachillerato,technical_degree,3,male,2,1,research_scientist,3,desconocido,15587,9,Yes,16,3.0,4,1,4,3,1,0,0,1980,no,38,807.0,17.0,2437.0,6
1437,1334,55,No,travel_rarely,desconocido,bachillerato,desconocido,3,male,2,5,research_director,1,married,19805,8,No,12,3.0,2,3,2,3,1,0,0,1968,no,60,478.0,5.8,10749.2,34
1438,1335,21,Yes,desconocido,desconocido,eso,marketing,2,male,3,1,sales_representative,2,single,4567,1,desconocido,13,3.0,2,0,3,3,1,1,0,2002,yes,31,337.0,7.0,4655.0,9
1439,1336,22,Yes,travel_rarely,desconocido,eso,medical,3,female,3,1,laboratory_technician,1,desconocido,15999,1,Yes,17,3.0,3,0,6,3,1,0,0,2001,yes,79,1294.0,5.2,5619.0,1
1440,1337,37,No,travel_rarely,desconocido,fp,other,3,male,3,2,human_resources,2,divorced,12832,2,No,13,3.0,3,0,4,2,10,4,7,1986,yes,89,1239.0,8.0,4071.0,19
1441,1338,42,No,travel_rarely,desconocido,bachillerato,desconocido,2,male,4,2,healthcare_representative,1,married,5696,5,No,18,3.0,3,2,2,2,0,0,0,1981,no,95,1128.0,13.0,11030.4,10
1442,1339,18,No,desconocido,desconocido,bachillerato,desconocido,2,female,3,1,research_scientist,3,single,8018,1,desconocido,16,3.0,3,0,4,1,0,0,0,2005,yes,33,1431.0,14.0,3701.6,0
1443,1340,31,Yes,travel_rarely,desconocido,doctorado,human_resources,4,male,4,1,human_resources,1,married,21495,0,No,17,3.0,3,0,4,3,1,0,0,1992,yes,89,359.0,18.0,2956.0,2
1444,1341,36,No,travel_rarely,desconocido,universidad,desconocido,4,female,3,2,research_scientist,2,desconocido,19573,4,Yes,22,4.0,4,1,2,3,1,0,0,1987,yes,73,430.0,2.0,7848.6,10
1445,1342,32,No,travel_frequently,desconocido,universidad,marketing,4,male,3,2,sales_executive,4,desconocido,26075,8,desconocido,13,3.0,3,0,2,4,0,0,0,1991,yes,79,1318.0,10.0,4648.0,7
1446,1343,29,No,desconocido,desconocido,eso,life_sciences,4,male,1,2,healthcare_representative,3,divorced,21143,8,No,17,3.0,4,2,3,3,7,1,6,1994,no,93,726.0,29.0,2830.8,11
1447,1344,42,No,travel_rarely,desconocido,bachillerato,desconocido,4,male,3,1,laboratory_technician,3,desconocido,13624,4,No,13,3.0,4,0,3,3,0,0,0,1981,yes,62,1142.0,8.0,6345.4,8
1448,1345,29,No,travel_rarely,desconocido,eso,desconocido,4,male,2,1,human_resources,2,married,15434,1,No,11,3.0,4,0,3,3,1,0,0,1994,yes,87,352.0,6.0,2804.0,6
1449,1346,29,Yes,desconocido,desconocido,fp,desconocido,4,male,2,1,research_scientist,4,desconocido,14753,1,Yes,24,3.0,2,0,3,2,1,1,0,1994,no,73,521.6,24.0,2439.0,1
1450,1347,28,No,travel_rarely, sales ,bachillerato,medical,2,female,3,1,sales_representative,2,desconocido,3692,1,No,19,3.0,4,1,3,3,1,0,0,1995,yes,78,1172.0,3.0,2856.0,1
1451,1348,30,Yes,desconocido,desconocido,bachillerato,desconocido,2,male,3,1,sales_representative,4,desconocido,16019,1,desconocido,13,3.0,3,0,3,2,1,0,0,1993,no,89,945.0,9.0,4511.8,10
1452,1349,22,Yes,travel_rarely, research_development ,eso,life_sciences,4,male,3,1,research_scientist,2,single,26092,1,desconocido,23,4.0,1,0,2,3,1,0,0,2001,yes,75,391.0,7.0,4105.0,1
1453,1350,26,No,desconocido,desconocido,fp,life_sciences,2,female,2,1,research_scientist,3,desconocido,14908,1,Yes,13,3.0,3,1,3,2,1,1,0,1997,no,90,482.0,1.0,2933.0,1
1454,1351,44,No,travel_rarely,desconocido,universidad,desconocido,2,male,4,2,healthcare_representative,1,desconocido,9364,2,desconocido,15,3.0,4,1,5,3,2,2,2,1979,yes,78,170.0,1.0,6534.0,10
1455,1352,29,Yes,travel_frequently, sales ,bachillerato,technical_degree,3,male,4,1,sales_representative,1,single,10642,1,No,17,3.0,4,0,3,3,1,0,0,1994,yes,45,746.0,24.0,1091.0,1
1456,1353,28,Yes,travel_rarely,desconocido,fp,marketing,4,female,3,2,sales_executive,3,desconocido,23352,3,Yes,11,3.0,4,0,0,3,2,2,2,1995,yes,84,1475.0,13.0,5585.8,6
1457,1354,56,No,travel_rarely,desconocido,doctorado,desconocido,4,female,2,2,sales_executive,1,married,20328,4,desconocido,16,3.0,3,1,3,3,0,0,0,1967,yes,89,1443.0,11.0,9901.2,9
1458,1355,39,No,travel_rarely,desconocido,fp,desconocido,1,male,3,2,manufacturing_director,1,married,12315,1,No,25,4.0,4,1,3,3,10,7,9,1984,yes,87,867.0,9.0,5151.0,10
1459,1356,58,No,desconocido,desconocido,bachillerato,desconocido,4,female,3,4,manager,4,desconocido,11761,4,Yes,13,3.0,3,1,2,2,1,0,0,1965,yes,72,605.0,21.0,5761.4,14
1460,1357,42,No,travel_rarely, sales ,universidad,marketing,2,male,3,2,sales_executive,4,divorced,2900,3,desconocido,12,3.0,3,2,4,3,0,0,0,1981,no,77,419.0,12.0,5564.2,14
1461,1358,27,Yes,desconocido,desconocido,bachillerato,desconocido,1,female,2,1,human_resources,2,married,19555,1,No,12,3.0,1,0,2,3,1,0,0,1996,no,58,1337.0,22.0,2863.0,12
1462,1359,38,No,travel_rarely,desconocido,bachillerato,desconocido,1,male,2,1,sales_representative,1,single,11473,4,desconocido,14,3.0,1,0,3,2,1,0,0,1985,yes,59,1404.0,1.0,2858.0,20
1463,1360,32,No,desconocido,desconocido,universidad,life_sciences,4,male,2,2,manufacturing_director,4,desconocido,10138,8,No,24,4.0,2,0,1,3,1,0,0,1991,yes,56,1373.0,5.0,4401.2,9
1464,1361,31,No,desconocido,desconocido,eso,medical,4,female,1,1,laboratory_technician,4,desconocido,17536,1,desconocido,11,3.0,3,3,4,3,1,0,0,1992,yes,59,1276.0,2.0,1129.0,11
1465,1362,25,No,travel_rarely,desconocido,bachillerato,desconocido,3,female,3,1,human_resources,2,desconocido,19655,4,No,14,3.0,3,0,3,3,2,1,2,1998,no,82,309.0,2.0,5830.2,6
1466,1363,40,No,desconocido, research_development ,universidad,desconocido,1,male,3,1,laboratory_technician,4,married,4060,8,No,19,3.0,3,2,3,2,1,0,0,1983,yes,83,543.0,13.8,4995.8,8
1467,1364,39,No,non_travel,desconocido,bachillerato,desconocido,4,male,3,5,manager,4,desconocido,15302,2,desconocido,13,3.0,3,0,3,2,6,1,3,1984,no,87,105.0,9.0,19431.0,7
1468,1365,23,Yes,desconocido,desconocido,bachillerato,desconocido,4,male,3,1,sales_representative,1,married,26956,1,No,19,3.0,1,1,3,3,1,1,0,2000,no,33,638.0,9.0,6836.6,5
1469,1366,35,No,travel_rarely,desconocido,universidad,life_sciences,3,female,3,3,human_resources,4,single,16642,1,Yes,16,3.0,3,0,2,3,9,1,7,1988,no,31,1146.0,26.0,3996.2,6
1470,1367,34,No,travel_rarely,desconocido,fp,technical_degree,2,male,3,1,sales_representative,3,desconocido,4944,0,Yes,25,4.0,2,1,4,3,11,5,7,1989,yes,55,1440.0,7.0,2308.0,12
1471,1368,28,No,non_travel,desconocido,bachillerato,medical,3,male,3,1,research_scientist,3,single,2122,1,No,14,3.0,3,0,3,2,5,1,4,1995,no,49,1103.0,16.0,2144.0,5
1472,1369,29,No,desconocido,desconocido,bachillerato,life_sciences,1,male,3,2,healthcare_representative,1,married,6225,0,No,12,3.0,1,1,5,2,5,0,2,1994,no,89,136.0,1.0,5373.0,6
1473,1370,58,Yes,travel_rarely,desconocido,universidad,medical,4,female,3,3,healthcare_representative,4,married,3465,1,desconocido,12,3.0,4,1,3,2,40,15,6,1965,yes,94,147.0,23.0,9655.4,40
1474,1371,38,No,desconocido,desconocido,bachillerato,life_sciences,1,male,3,3,sales_executive,3,divorced,9647,0,desconocido,12,3.0,3,2,6,2,16,5,13,1985,yes,76,119.0,3.0,7870.6,8
1475,1372,29,No,travel_frequently,desconocido,eso,desconocido,2,female,3,3,sales_executive,4,married,6599,1,desconocido,14,3.0,4,1,5,3,11,4,1,1994,yes,42,1413.0,1.0,9077.0,11
1476,1373,55,No,travel_rarely,desconocido,bachillerato,medical,4,male,3,5,manager,1,single,18938,0,desconocido,14,3.0,3,0,2,3,36,4,13,1968,yes,81,452.0,1.0,19045.0,37
1477,1374,41,No,desconocido,desconocido,universidad,desconocido,4,male,3,4,manager,2,desconocido,15896,1,desconocido,19,3.0,2,0,2,3,22,0,4,1982,yes,88,334.0,2.0,16015.0,6
1478,1375,39,No,travel_rarely, research_development ,bachillerato,desconocido,3,male,4,3,healthcare_representative,4,desconocido,10942,0,No,17,3.0,1,3,5,2,18,3,7,1984,yes,48,1132.0,1.0,9613.0,19
1479,1376,38,No,desconocido,desconocido,fp,life_sciences,3,male,2,3,research_director,4,desconocido,15682,0,desconocido,14,3.0,2,1,3,3,11,2,9,1985,yes,92,959.2,15.0,11510.0,7
1480,1377,43,No,desconocido,desconocido,bachillerato,desconocido,1,male,2,4,research_director,2,desconocido,4345,1,No,11,3.0,3,1,3,3,25,3,9,1980,yes,69,982.0,12.0,3996.2,9
1481,1378,31,No,desconocido,desconocido,fp,desconocido,2,female,3,2,manufacturing_director,1,married,4156,1,No,12,3.0,2,1,5,1,13,3,12,1992,yes,31,480.0,7.0,4306.0,13
1482,1379,50,No,travel_rarely, research_development ,universidad,life_sciences,2,male,2,4,manager,3,married,9314,0,No,15,3.0,2,1,2,3,27,15,7,1973,yes,88,1099.0,29.0,17046.0,28
1483,1380,33,No,non_travel, sales ,eso,life_sciences,2,female,2,1,sales_representative,4,desconocido,21437,0,desconocido,19,3.0,4,0,2,2,2,2,2,1990,no,88,1038.0,8.0,3422.8,9
1484,1381,26,Yes,desconocido,desconocido,bachillerato,life_sciences,1,male,3,1,research_scientist,1,married,15346,6,desconocido,14,3.0,2,1,2,3,3,1,2,1997,yes,57,342.0,2.0,2042.0,6
1485,1382,38,No,travel_frequently,desconocido,universidad,desconocido,3,male,3,1,research_scientist,3,desconocido,2997,3,No,16,3.0,1,1,2,3,2,2,2,1985,no,44,1186.0,3.0,2821.0,8
1486,1383,46,No,desconocido,desconocido,universidad,medical,4,male,3,5,research_director,4,desconocido,21445,9,No,17,3.0,4,2,0,3,2,2,2,1977,yes,40,430.0,1.0,7383.6,23
1487,1384,21,No,desconocido,desconocido,eso,desconocido,4,female,2,1,research_scientist,2,single,25326,1,Yes,11,3.0,3,0,6,4,2,2,2,2002,yes,70,984.0,11.0,2070.0,2
1488,1385,31,No,travel_frequently,desconocido,bachillerato,desconocido,3,male,4,1,sales_representative,4,married,21981,0,No,12,3.0,1,1,4,3,2,2,2,1992,no,67,793.0,20.0,2791.0,3
1489,1386,35,No,desconocido,desconocido,fp,marketing,4,male,3,2,sales_executive,4,divorced,18500,1,desconocido,11,3.0,4,1,3,3,5,0,2,1988,yes,54,1182.0,11.0,4409.8,5
1490,1387,34,No,desconocido,desconocido,fp,desconocido,4,male,3,2,manufacturing_director,3,single,15834,2,No,11,3.0,4,0,3,3,3,0,2,1989,yes,95,1003.0,2.0,5690.8,15
1491,1388,33,Yes,desconocido,desconocido,universidad,desconocido,1,female,3,2,sales_executive,1,single,18385,0,desconocido,17,3.0,1,0,3,3,5,0,3,1990,yes,77,603.0,9.0,8224.0,6
1492,1389,31,Yes,desconocido, research_development ,bachillerato,medical,3,male,3,1,laboratory_technician,3,desconocido,6233,1,No,12,3.0,3,1,5,2,2,2,2,1992,no,72,874.0,15.0,2610.0,12
1493,1390,37,No,travel_rarely,desconocido,fp,desconocido,3,female,2,2,healthcare_representative,4,desconocido,17171,7,No,13,3.0,3,2,2,3,6,1,3,1986,no,52,367.0,25.0,5731.0,9
1494,1391,27,No,travel_rarely,desconocido,bachillerato,desconocido,4,male,2,1,research_scientist,3,married,7950,1,No,13,3.0,3,1,0,3,4,2,2,1996,no,55,199.0,6.0,2539.0,4
1495,1392,35,No,travel_frequently,desconocido,universidad,other,4,male,2,1,laboratory_technician,4,married,26537,1,desconocido,13,3.0,2,1,2,4,2,2,2,1988,yes,47,661.4,4.0,2376.0,2
1496,1393,56,No,desconocido,desconocido,universidad,desconocido,4,female,3,5,manager,1,divorced,18575,4,No,13,3.0,4,1,2,3,5,4,2,1967,no,92,718.0,4.0,7147.2,28
1497,1394,45,No,desconocido, research_development ,bachillerato,medical,1,female,3,1,research_scientist,3,desconocido,20100,4,Yes,19,3.0,3,1,2,3,3,0,2,1978,yes,83,1457.0,7.0,7260.2,12
1498,1395,43,No,travel_rarely,desconocido,bachillerato,life_sciences,2,male,3,1,human_resources,4,desconocido,5033,0,No,13,3.0,2,0,5,3,9,1,8,1980,yes,97,244.0,2.0,3539.0,12
1499,1396,31,No,travel_rarely,desconocido,universidad,marketing,1,female,2,2,sales_executive,4,desconocido,13402,1,desconocido,14,3.0,1,2,3,3,12,5,7,1992,yes,91,196.0,29.0,5468.0,15
1500,1397,35,Yes,desconocido,desconocido,bachillerato,desconocido,3,male,3,2,sales_executive,4,desconocido,13492,1,desconocido,18,3.0,4,0,2,3,10,7,7,1988,yes,84,303.0,27.0,5813.0,12
1501,1398,35,No,non_travel, research_development ,fp,medical,2,male,3,2,manufacturing_director,4,divorced,24442,2,No,14,3.0,3,1,6,3,7,1,7,1988,no,90,1180.0,2.0,4265.0,15
1502,1399,30,No,desconocido,desconocido,bachillerato,medical,4,female,3,3,manufacturing_director,3,single,2739,9,No,14,3.0,2,0,3,3,7,0,2,1993,no,64,1092.0,6.4,9667.0,9
1503,1400,46,Yes,travel_rarely,desconocido,fp,medical,4,female,3,2,healthcare_representative,2,married,10842,4,No,22,4.0,4,1,2,4,9,3,7,1977,no,66,261.0,21.0,3650.8,13
1504,1401,45,No,non_travel,desconocido,universidad,desconocido,4,female,3,2,sales_executive,3,married,19665,4,desconocido,22,4.0,2,2,3,4,8,5,7,1978,yes,67,589.0,4.8,5154.0,10
1505,1402,43,No,travel_frequently,desconocido,universidad,life_sciences,1,male,3,2,sales_executive,4,married,19246,1,desconocido,20,4.0,3,1,5,3,7,7,7,1980,no,92,1422.0,2.0,5675.0,7
1506,1403,46,Yes,desconocido,desconocido,bachillerato,life_sciences,3,female,3,3,sales_executive,2,desconocido,14011,5,desconocido,21,4.0,3,3,2,3,8,0,7,1977,no,64,1063.6,10.0,7314.0,14
1507,1404,40,No,travel_rarely, research_development ,universidad,desconocido,1,male,3,4,manager,1,desconocido,18991,2,desconocido,11,3.0,1,1,3,3,19,11,16,1983,yes,98,1137.0,1.0,5537.6,22
1508,1405,27,No,travel_rarely, sales ,fp,desconocido,1,female,4,2,sales_executive,3,single,26997,0,No,14,3.0,2,0,5,2,8,0,7,1996,yes,89,511.0,2.0,3039.6,9
1509,1406,42,No,desconocido,desconocido,bachillerato,medical,3,male,3,3,research_director,1,married,14842,9,No,13,3.0,2,1,3,4,13,5,7,1981,no,83,1396.0,6.0,8647.8,18
1510,1407,26,No,travel_frequently,desconocido,bachillerato,other,3,male,4,1,laboratory_technician,4,married,7102,0,No,18,3.0,1,1,3,3,7,7,7,1997,yes,61,1096.0,6.0,5874.8,8
1511,1408,28,No,travel_frequently,desconocido,fp,life_sciences,3,male,2,2,sales_executive,4,married,19255,1,desconocido,12,3.0,3,1,2,3,7,0,7,1995,yes,42,1344.4,1.0,3349.4,7
1512,1409,31,No,travel_rarely, research_development ,universidad,desconocido,3,male,3,1,research_scientist,4,married,10077,0,desconocido,12,3.0,3,1,4,3,5,0,3,1992,yes,86,691.0,5.0,3159.2,7
1513,1410,31,No,travel_rarely,desconocido,bachillerato,human_resources,1,male,2,2,human_resources,1,desconocido,17822,3,No,12,3.0,4,0,1,3,2,1,0,1992,yes,62,106.0,2.0,6410.0,6
1514,1411,31,No,desconocido, research_development ,universidad,desconocido,3,male,3,1,research_scientist,4,desconocido,7747,0,desconocido,18,3.0,2,1,2,1,2,2,2,1992,yes,32,904.4,2.0,10590.6,3
1515,1412,52,Yes,desconocido,desconocido,universidad,medical,3,male,2,2,research_scientist,2,desconocido,17747,2,No,15,3.0,1,0,3,2,8,7,7,1971,no,85,723.0,8.0,4941.0,11
1516,1413,28,Yes,desconocido,desconocido,universidad,medical,1,male,1,1,research_scientist,4,married,24737,5,Yes,13,3.0,4,0,4,2,3,2,2,1995,yes,84,1157.0,2.0,5299.2,5
1517,1414,47,No,travel_rarely,desconocido,doctorado,desconocido,4,male,3,5,research_director,3,married,16375,4,desconocido,11,3.0,2,1,2,3,3,1,1,1976,yes,42,1482.0,5.0,7420.4,21
1518,1415,29,No,desconocido,desconocido,doctorado,other,2,male,2,1,laboratory_technician,4,desconocido,7621,0,No,17,3.0,3,0,2,3,3,2,2,1994,no,30,738.0,9.0,3983.0,4
1519,1416,37,No,desconocido,desconocido,fp,medical,4,male,3,2,manufacturing_director,4,desconocido,23177,7,No,16,3.0,3,2,2,2,6,0,4,1986,no,61,1192.0,5.0,6347.0,8
1520,1417,23,No,desconocido,desconocido,eso,desconocido,3,male,3,1,research_scientist,4,desconocido,16092,1,desconocido,12,3.0,3,2,2,2,4,0,2,2000,no,83,1309.0,14.2,2904.0,7
1521,1418,42,No,travel_rarely, human_resources ,eso,desconocido,3,male,3,1,human_resources,3,divorced,24017,0,Yes,11,3.0,3,1,5,3,3,1,0,1981,yes,52,544.0,2.0,2696.0,4
1522,1419,30,No,desconocido, sales ,fp,desconocido,4,female,3,2,sales_executive,3,desconocido,6069,7,desconocido,12,3.0,2,1,2,4,2,2,2,1993,yes,85,641.0,8.4,3296.4,4
1523,1420,21,Yes,desconocido,desconocido,eso,desconocido,1,female,2,1,sales_representative,2,single,9150,1,desconocido,11,3.0,3,0,3,3,3,1,2,2002,no,99,756.0,1.0,2174.0,3
1524,1421,57,No,travel_rarely,desconocido,universidad,medical,4,male,3,2,healthcare_representative,3,desconocido,2967,2,No,11,3.0,3,0,2,3,3,1,2,1966,no,88,593.0,1.0,6755.0,10
1525,1422,21,No,desconocido,desconocido,fp,desconocido,1,male,3,1,sales_representative,4,single,2851,1,desconocido,24,4.0,3,0,3,2,3,2,2,2002,yes,39,895.0,9.0,5835.2,3
1526,1423,31,No,travel_rarely,desconocido,universidad,life_sciences,3,male,2,1,research_scientist,2,desconocido,7551,0,desconocido,16,3.0,4,0,5,3,2,2,2,1992,no,42,408.0,9.0,2657.0,3
1527,1424,29,No,desconocido, research_development ,bachillerato,desconocido,4,male,3,1,research_scientist,4,desconocido,18168,9,No,16,3.0,4,0,4,3,3,1,2,1994,yes,54,1283.0,23.0,3369.0,6
1528,1425,27,No,travel_rarely,desconocido,fp,desconocido,4,male,3,1,laboratory_technician,2,desconocido,17881,1,No,11,3.0,2,1,2,3,5,0,4,1996,yes,82,1469.0,1.0,5830.2,5
1529,1426,49,No,travel_rarely,desconocido,bachillerato,other,2,male,2,3,healthcare_representative,3,single,12066,8,No,24,4.0,3,0,2,3,5,0,0,1974,no,31,1261.0,7.0,10965.0,8
1530,1427,36,No,travel_rarely,desconocido,bachillerato,desconocido,4,female,3,1,research_scientist,3,married,11868,4,No,13,3.0,2,1,3,3,2,2,2,1987,yes,96,329.0,2.0,2543.0,12
1531,1428,34,Yes,non_travel,desconocido,bachillerato,marketing,1,male,4,2,sales_executive,4,desconocido,4652,8,Yes,13,3.0,2,0,3,2,5,0,4,1989,yes,67,1362.0,8.0,5304.0,6
1532,1429,24,No,desconocido,desconocido,universidad,marketing,4,female,3,2,sales_executive,3,divorced,5915,1,Yes,12,3.0,4,1,2,4,5,0,3,1999,yes,77,1371.0,11.0,4054.2,8
1533,1430,42,No,desconocido,desconocido,universidad,desconocido,2,female,3,1,laboratory_technician,1,desconocido,20490,3,No,16,3.0,2,1,5,3,5,1,2,1981,yes,95,201.0,1.0,6039.4,8
1534,1431,54,No,desconocido,desconocido,fp,medical,1,male,3,5,research_director,1,married,8509,4,desconocido,11,3.0,3,1,4,2,4,1,2,1969,yes,86,821.0,5.0,19406.0,24
1535,1432,34,No,desconocido,desconocido,universidad,desconocido,3,female,3,2,sales_executive,3,married,12740,9,No,15,3.0,1,1,3,3,3,1,2,1989,yes,72,1381.0,4.0,6538.0,7
1536,1433,43,No,desconocido,desconocido,bachillerato,desconocido,4,male,3,1,laboratory_technician,4,desconocido,15238,7,desconocido,20,4.0,1,1,1,3,3,1,2,1980,yes,61,313.0,21.0,2258.0,13
1537,1434,43,No,travel_rarely,desconocido,universidad,other,3,female,3,2,healthcare_representative,3,desconocido,2227,4,Yes,14,3.0,4,0,3,3,5,0,2,1980,yes,74,1473.0,8.0,8179.2,13
1538,1435,31,No,travel_rarely,desconocido,fp,desconocido,4,male,2,1,laboratory_technician,1,married,16193,1,No,12,3.0,3,1,3,3,4,3,2,1992,yes,98,329.0,1.0,2218.0,4
1539,1436,25,Yes,travel_rarely,desconocido,bachillerato,medical,1,male,3,1,laboratory_technician,1,married,9396,5,No,13,3.0,3,1,5,3,2,0,2,1998,yes,91,688.0,3.0,3934.8,6
1540,1437,45,No,desconocido,desconocido,fp,life_sciences,1,male,3,1,research_scientist,4,married,9655,3,No,21,3.0,4,2,3,2,2,0,2,1978,yes,69,192.0,10.0,2654.0,8
1541,1438,45,No,travel_rarely,desconocido,fp,medical,3,male,3,4,healthcare_representative,4,married,7501,0,Yes,14,3.0,2,0,2,3,20,4,10,1978,yes,79,1385.0,10.2,5746.2,21
1542,1439,47,Yes,non_travel,desconocido,universidad,life_sciences,1,male,3,3,manager,2,married,10268,1,desconocido,12,3.0,4,1,2,2,10,9,9,1976,no,88,666.0,29.0,2782.6,10
1543,1440,35,No,desconocido,desconocido,bachillerato,life_sciences,2,female,4,3,manager,2,divorced,19100,7,desconocido,18,3.0,2,1,6,2,7,6,2,1988,yes,71,1315.0,10.8,5353.8,10
1544,1441,29,No,travel_frequently,desconocido,fp,desconocido,2,male,3,2,sales_executive,4,single,20260,1,desconocido,18,3.0,1,0,3,3,10,0,9,1994,yes,44,442.0,2.0,5361.8,10
