,employee_number,age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income, monthly_rate,num_companies_worked,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,same_as_monthly_income,date_birth,remote_work
1482,1379,50,No,travel_rarely,1099,research_development,29.0,universidad,life_sciences,2,male,88,2,4,manager,3,married,17046,9314,0,No,15,3,2,1,28,2,3,27,15,7,"17046,0",1973,yes
1483,1380,33,No,non_travel,1038,sales,8.0,eso,life_sciences,2,female,88,2,1,sales_representative,4,desconocido,3422,21437,0,desconocido,19,3,4,0,15,2,2,2,2,2,,1990,no
1484,1381,26,Yes,desconocido,342,desconocido,2.0,bachillerato,life_sciences,1,male,57,3,1,research_scientist,1,married,2042,15346,6,desconocido,14,3,2,1,6,2,3,3,1,2,"2042,0",1997,yes
1485,1382,38,No,travel_frequently,1186,desconocido,3.0,universidad,desconocido,3,male,44,3,1,research_scientist,3,desconocido,2821,2997,3,No,16,3,1,1,8,2,3,2,2,2,"2821,0",1985,no
1486,1383,46,No,desconocido,430,desconocido,1.0,universidad,medical,4,male,40,3,5,research_director,4,desconocido,7369,21445,9,No,17,3,4,2,23,0,3,2,2,2,,1977,yes
1487,1384,21,No,desconocido,984,desconocido,12.2,eso,desconocido,4,female,70,2,1,research_scientist,2,single,2070,25326,1,Yes,11,3,3,0,2,6,4,2,2,2,"2070,0",2002,yes
1488,1385,31,No,travel_frequently,793,desconocido,20.0,bachillerato,desconocido,3,male,67,4,1,sales_representative,4,married,2791,21981,0,No,12,3,1,1,3,4,3,2,2,2,"2791,0",1992,no
1489,1386,35,No,desconocido,1182,desconocido,11.0,fp,marketing,4,male,54,3,2,sales_executive,4,divorced,4409,18500,1,desconocido,11,3,4,1,5,3,3,5,0,2,,1988,yes
1490,1387,34,No,desconocido,1003,desconocido,2.0,fp,desconocido,4,male,95,3,2,manufacturing_director,3,single,5690,15834,2,No,11,3,4,0,15,3,2,3,0,2,,1989,yes
1491,1388,33,Yes,desconocido,603,desconocido,9.0,universidad,desconocido,1,female,77,3,2,sales_executive,1,single,8224,18385,0,desconocido,17,3,1,0,6,3,3,5,0,3,"8224,0",1990,yes
1492,1389,31,Yes,desconocido,874,research_development,15.0,bachillerato,medical,3,male,72,3,1,laboratory_technician,3,desconocido,2610,6233,1,No,12,3,3,1,13,5,2,2,2,2,"2610,0",1992,no
1493,1390,37,No,travel_rarely,367,desconocido,25.0,fp,desconocido,3,female,52,2,2,healthcare_representative,4,desconocido,5731,17171,7,No,13,3,3,2,9,2,3,6,1,3,"5731,0",1986,no
1494,1391,27,No,travel_rarely,199,desconocido,6.0,bachillerato,desconocido,4,male,55,2,1,research_scientist,3,married,2539,7950,1,No,13,3,3,1,4,0,3,4,2,2,"2539,0",1996,no
1495,1392,35,No,travel_frequently,721,desconocido,4.0,universidad,other,4,male,47,2,1,laboratory_technician,4,married,2376,26537,1,desconocido,13,3,2,1,2,2,4,2,2,2,"2376,0",1988,yes
1496,1393,56,No,desconocido,718,desconocido,4.0,universidad,desconocido,4,female,92,3,5,manager,1,divorced,8358,18575,4,No,13,3,4,1,28,2,3,5,4,2,,1967,no
1497,1394,45,No,desconocido,1457,research_development,7.0,bachillerato,medical,1,female,83,3,1,research_scientist,3,desconocido,7260,20100,4,Yes,19,3,3,1,12,2,2,3,0,2,,1978,yes
1498,1395,43,No,travel_rarely,244,desconocido,2.0,bachillerato,life_sciences,2,male,97,3,1,human_resources,4,desconocido,3539,5033,0,No,13,3,2,0,14,5,3,9,1,8,"3539,0",1980,yes
1499,1396,31,No,travel_rarely,196,desconocido,29.0,universidad,marketing,1,female,91,2,2,sales_executive,4,desconocido,5468,13402,1,desconocido,14,3,1,2,19,3,3,12,5,7,"5468,0",1992,yes
1500,1397,35,Yes,desconocido,303,desconocido,27.0,bachillerato,desconocido,3,male,84,3,2,sales_executive,4,desconocido,5813,13492,1,desconocido,18,3,4,0,14,2,3,10,7,7,"5813,0",1988,yes
1501,1398,35,No,non_travel,1180,research_development,2.0,fp,medical,2,male,90,3,2,manufacturing_director,4,divorced,4265,24442,2,No,14,3,3,1,15,6,3,7,1,7,,1988,no
1502,1399,30,No,desconocido,1092,desconocido,6.4,bachillerato,medical,4,female,64,3,3,manufacturing_director,3,single,9667,2739,9,No,14,3,2,0,9,3,3,7,0,2,"9667,0",1993,no
1503,1400,46,Yes,travel_rarely,261,desconocido,21.0,fp,medical,4,female,66,3,2,healthcare_representative,2,married,3650,10842,4,No,22,4,4,1,13,2,4,9,3,7,,1977,no
1504,1401,45,No,non_travel,589,desconocido,4.8,universidad,desconocido,4,female,67,3,2,sales_executive,3,married,5154,19665,4,desconocido,22,4,2,2,10,3,4,8,5,7,"5154,0",1978,yes
1505,1402,43,No,travel_frequently,1422,desconocido,2.0,universidad,life_sciences,1,male,92,3,2,sales_executive,4,married,5675,19246,1,desconocido,20,4,3,1,7,5,3,7,7,7,"5675,0",1980,no
1506,1403,46,Yes,desconocido,804,desconocido,10.0,bachillerato,life_sciences,3,female,64,3,3,sales_executive,2,desconocido,7314,14011,5,desconocido,21,4,3,3,14,2,3,8,0,7,"7314,0",1977,no
1507,1404,40,No,travel_rarely,1137,research_development,1.0,universidad,desconocido,1,male,98,3,4,manager,1,desconocido,5537,18991,2,desconocido,11,3,1,1,22,3,3,19,11,16,,1983,yes
1508,1405,27,No,travel_rarely,511,sales,2.0,fp,desconocido,1,female,89,4,2,sales_executive,3,single,3159,26997,0,No,14,3,2,0,9,5,2,8,0,7,,1996,yes
1509,1406,42,No,desconocido,1396,desconocido,6.0,bachillerato,medical,3,male,83,3,3,research_director,1,married,8647,14842,9,No,13,3,2,1,18,3,4,13,5,7,,1981,no
1510,1407,26,No,travel_frequently,1096,desconocido,6.0,bachillerato,other,3,male,61,4,1,laboratory_technician,4,married,5874,7102,0,No,18,3,1,1,8,3,3,7,7,7,,1997,yes
1511,1408,28,No,travel_frequently,1260,desconocido,1.0,fp,life_sciences,3,male,42,2,2,sales_executive,4,married,3918,19255,1,desconocido,12,3,3,1,7,2,3,7,0,7,,1995,yes
1512,1409,31,No,travel_rarely,691,research_development,5.0,universidad,desconocido,3,male,86,3,1,research_scientist,4,married,3159,10077,0,desconocido,12,3,3,1,13,4,3,5,0,3,,1992,yes
1513,1410,31,No,travel_rarely,106,desconocido,2.0,bachillerato,human_resources,1,male,62,2,2,human_resources,1,desconocido,6410,17822,3,No,12,3,4,0,12,1,3,2,1,0,"6410,0",1992,yes
1514,1411,31,No,desconocido,655,research_development,2.0,universidad,desconocido,3,male,32,3,1,research_scientist,4,desconocido,10590,7747,0,desconocido,18,3,2,1,3,2,1,2,2,2,,1992,yes
1515,1412,52,Yes,desconocido,723,desconocido,8.0,universidad,medical,3,male,85,2,2,research_scientist,2,desconocido,4941,17747,2,No,15,3,1,0,11,3,2,8,7,7,"4941,0",1971,no
1516,1413,28,Yes,desconocido,1157,desconocido,2.0,universidad,medical,1,male,84,1,1,research_scientist,4,married,5049,24737,5,Yes,13,3,4,0,11,4,2,3,2,2,,1995,yes
1517,1414,47,No,travel_rarely,1482,desconocido,5.0,doctorado,desconocido,4,male,42,3,5,research_director,3,married,7369,16375,4,desconocido,11,3,2,1,21,2,3,3,1,1,,1976,yes
1518,1415,29,No,desconocido,738,desconocido,9.0,doctorado,other,2,male,30,2,1,laboratory_technician,4,desconocido,3983,7621,0,No,17,3,3,0,4,2,2,3,2,2,"3983,0",1994,no
1519,1416,37,No,desconocido,1192,desconocido,5.0,fp,medical,4,male,61,3,2,manufacturing_director,4,desconocido,6347,23177,7,No,16,3,3,2,8,2,2,6,0,4,"6347,0",1986,no
1520,1417,23,No,desconocido,1309,desconocido,9.2,eso,desconocido,3,male,83,3,1,research_scientist,4,desconocido,2904,16092,1,desconocido,12,3,3,2,12,2,2,4,0,2,"2904,0",2000,no
1521,1418,42,No,travel_rarely,544,human_resources,2.0,eso,desconocido,3,male,52,3,1,human_resources,3,divorced,2696,24017,0,Yes,11,3,3,1,4,5,3,3,1,0,"2696,0",1981,yes
1522,1419,30,No,desconocido,641,sales,9.8,fp,desconocido,4,female,85,3,2,sales_executive,3,desconocido,3416,6069,7,desconocido,12,3,2,1,4,2,4,2,2,2,,1993,yes
1523,1420,21,Yes,desconocido,756,desconocido,1.0,eso,desconocido,1,female,99,2,1,sales_representative,2,single,2174,9150,1,desconocido,11,3,3,0,3,3,3,3,1,2,"2174,0",2002,no
1524,1421,57,No,travel_rarely,593,desconocido,1.0,universidad,medical,4,male,88,3,2,healthcare_representative,3,desconocido,6755,2967,2,No,11,3,3,0,16,2,3,3,1,2,"6755,0",1966,no
1525,1422,21,No,desconocido,895,desconocido,9.0,fp,desconocido,1,male,39,3,1,sales_representative,4,single,5835,2851,1,desconocido,24,4,3,0,3,3,2,3,2,2,,2002,yes
1526,1423,31,No,travel_rarely,408,desconocido,9.0,universidad,life_sciences,3,male,42,2,1,research_scientist,2,desconocido,2657,7551,0,desconocido,16,3,4,0,3,5,3,2,2,2,"2657,0",1992,no
1527,1424,29,No,desconocido,1283,research_development,23.0,bachillerato,desconocido,4,male,54,3,1,research_scientist,4,desconocido,3369,18168,9,No,16,3,4,0,6,4,3,3,1,2,,1994,yes
1528,1425,27,No,travel_rarely,1469,desconocido,1.0,fp,desconocido,4,male,82,3,1,laboratory_technician,2,desconocido,5830,17881,1,No,11,3,2,1,5,2,3,5,0,4,,1996,yes
1529,1426,49,No,travel_rarely,1261,desconocido,7.0,bachillerato,other,2,male,31,2,3,healthcare_representative,3,single,10965,12066,8,No,24,4,3,0,14,2,3,5,0,0,"10965,0",1974,no
1530,1427,36,No,travel_rarely,329,desconocido,2.0,bachillerato,desconocido,4,female,96,3,1,research_scientist,3,married,2543,11868,4,No,13,3,2,1,19,3,3,2,2,2,"2543,0",1987,yes
1531,1428,34,Yes,non_travel,1362,desconocido,5.0,bachillerato,marketing,1,male,67,4,2,sales_executive,4,desconocido,5304,4652,8,Yes,13,3,2,0,12,3,2,5,0,4,"5304,0",1989,yes
1532,1429,24,No,desconocido,1371,desconocido,10.8,universidad,marketing,4,female,77,3,2,sales_executive,3,divorced,4115,5915,1,Yes,12,3,4,1,4,2,4,5,0,3,,1999,yes
1533,1430,42,No,desconocido,201,desconocido,1.0,universidad,desconocido,2,female,95,3,1,laboratory_technician,1,desconocido,6039,20490,3,No,16,3,2,1,8,5,3,5,1,2,,1981,yes
1534,1431,54,No,desconocido,821,desconocido,5.0,fp,medical,1,male,86,3,5,research_director,1,married,19406,8509,4,desconocido,11,3,3,1,24,4,2,4,1,2,"19406,0",1969,yes
1535,1432,34,No,desconocido,1381,desconocido,4.0,universidad,desconocido,3,female,72,3,2,sales_executive,3,married,6538,12740,9,No,15,3,1,1,13,3,3,3,1,2,"6538,0",1989,yes
1536,1433,43,No,desconocido,313,desconocido,21.0,bachillerato,desconocido,4,male,61,3,1,laboratory_technician,4,desconocido,2258,15238,7,desconocido,20,4,1,1,14,1,3,3,1,2,"2258,0",1980,yes
1537,1434,43,No,travel_rarely,1473,desconocido,8.0,universidad,other,3,female,74,3,2,healthcare_representative,3,desconocido,8179,2227,4,Yes,14,3,4,0,18,3,3,5,0,2,,1980,yes
1538,1435,31,No,travel_rarely,329,desconocido,1.0,fp,desconocido,4,male,98,2,1,laboratory_technician,1,married,2218,16193,1,No,12,3,3,1,4,3,2,4,3,2,"2218,0",1992,yes
1539,1436,25,Yes,travel_rarely,688,desconocido,3.0,bachillerato,medical,1,male,91,3,1,laboratory_technician,1,married,3934,9396,5,No,13,3,3,1,6,5,2,2,0,2,,1998,yes
1540,1437,45,No,desconocido,192,desconocido,10.0,fp,life_sciences,1,male,69,3,1,research_scientist,4,married,2654,9655,3,No,21,3,4,2,8,3,2,2,0,2,"2654,0",1978,yes
1541,1438,45,No,travel_rarely,1385,desconocido,9.6,fp,medical,3,male,79,3,4,healthcare_representative,4,married,6294,7501,0,Yes,14,3,2,0,21,2,3,20,4,10,,1978,yes
1542,1439,47,Yes,non_travel,666,desconocido,29.0,universidad,life_sciences,1,male,88,3,3,manager,2,married,4332,10268,1,desconocido,12,3,4,1,16,2,2,10,9,9,,1976,no
1543,1440,35,No,desconocido,1315,desconocido,11.2,bachillerato,life_sciences,2,female,71,4,3,manager,2,divorced,5425,19100,7,desconocido,18,3,2,1,10,6,2,7,6,2,,1988,yes
1544,1441,29,No,travel_frequently,442,desconocido,2.0,fp,desconocido,2,male,44,3,2,sales_executive,4,single,5361,20260,1,desconocido,18,3,1,0,10,3,2,10,0,9,,1994,yes
1545,1442,55,No,travel_rarely,147,research_development,12.2,fp,technical_degree,1,male,37,3,2,laboratory_technician,4,married,4386,15972,3,desconocido,19,3,4,1,12,4,3,10,0,8,,1968,yes
1546,1443,26,Yes,travel_rarely,950,desconocido,4.0,universidad,desconocido,4,male,48,2,2,sales_executive,4,single,5828,8450,1,desconocido,12,3,2,0,10,0,2,8,7,4,"5828,0",1997,yes
1547,1444,31,No,travel_rarely,218,desconocido,7.0,bachillerato,technical_degree,2,male,100,4,2,sales_executive,4,desconocido,5063,12241,4,desconocido,11,3,2,1,10,3,2,8,7,7,,1992,no
1548,1445,43,No,travel_frequently,811,desconocido,10.0,universidad,life_sciences,3,female,33,3,1,laboratory_technician,4,desconocido,2455,10675,0,No,19,3,1,0,14,5,3,8,1,7,"2455,0",1980,no
1549,1446,31,No,travel_rarely,691,desconocido,7.0,bachillerato,marketing,4,male,73,3,2,sales_executive,4,desconocido,5425,7143,4,desconocido,12,3,4,3,13,3,3,7,1,7,,1992,yes
1550,1447,32,No,desconocido,1018,desconocido,2.0,universidad,medical,1,female,74,4,2,research_scientist,4,single,5055,10557,7,desconocido,16,3,3,0,12,0,2,7,0,7,"5055,0",1991,no
1551,1448,33,No,desconocido,595,desconocido,10.0,bachillerato,desconocido,2,male,46,2,2,sales_executive,4,desconocido,4682,4317,3,No,14,3,3,0,13,6,2,7,0,1,"4682,0",1990,yes
1552,1449,43,No,travel_frequently,559,research_development,15.8,universidad,life_sciences,3,female,82,2,2,laboratory_technician,3,divorced,5257,6227,1,No,11,3,2,1,9,3,4,9,0,0,"5257,0",1980,no
1553,1450,29,Yes,travel_rarely,318,desconocido,8.0,universidad,desconocido,2,male,77,1,1,laboratory_technician,1,desconocido,2119,4759,1,desconocido,11,3,4,0,7,4,2,7,0,7,"2119,0",1994,yes
1554,1451,27,No,desconocido,1130,sales,6.2,universidad,desconocido,2,female,56,3,2,sales_executive,2,desconocido,4577,3415,1,No,18,3,1,1,8,3,3,8,0,7,,1996,yes
1555,1452,29,No,travel_rarely,144,desconocido,10.0,eso,desconocido,4,female,39,2,2,sales_executive,2,divorced,5835,11866,1,Yes,14,3,1,2,7,2,3,7,1,7,,1994,yes
1556,1453,37,No,desconocido,1319,desconocido,6.0,bachillerato,medical,3,male,51,4,2,research_scientist,1,divorced,5974,17001,4,desconocido,13,3,1,2,13,2,3,7,6,7,"5974,0",1986,yes
1557,1454,26,No,travel_rarely,933,desconocido,1.0,bachillerato,desconocido,3,male,57,3,2,sales_executive,3,desconocido,4709,20156,1,desconocido,17,3,2,1,13,3,3,8,7,7,,1997,no
1558,1455,40,No,travel_rarely,1171,desconocido,10.0,universidad,life_sciences,4,female,46,4,1,laboratory_technician,3,married,5863,22495,3,Yes,13,3,3,1,13,3,3,7,1,7,,1983,yes
1559,1456,41,Yes,desconocido,143,desconocido,4.0,bachillerato,desconocido,1,male,56,3,2,sales_executive,2,desconocido,3991,9558,1,No,18,3,3,0,8,5,3,8,7,7,,1982,yes
1560,1457,51,No,travel_rarely,1178,desconocido,6.8,fp,desconocido,3,female,87,3,2,sales_executive,4,desconocido,8646,14862,4,No,11,3,3,1,18,2,2,7,0,7,,1972,no
1561,1458,37,No,desconocido,1107,desconocido,14.0,bachillerato,desconocido,4,female,95,3,1,laboratory_technician,1,desconocido,3034,26914,1,No,12,3,3,1,18,2,2,18,12,17,"3034,0",1986,no
1562,1459,56,No,desconocido,906,desconocido,6.0,bachillerato,life_sciences,3,female,86,4,4,sales_executive,1,married,13212,18256,9,No,11,3,4,3,36,0,2,7,7,7,"13212,0",1967,yes
1563,1460,41,No,travel_rarely,645,sales,1.0,bachillerato,marketing,2,male,49,4,3,sales_executive,1,married,8392,19566,1,desconocido,16,3,3,1,10,2,3,10,0,7,"8392,0",1982,yes
1564,1461,46,No,desconocido,1485,desconocido,18.0,bachillerato,medical,3,female,87,3,2,manufacturing_director,3,desconocido,10925,26314,2,No,14,3,3,1,19,5,2,10,0,8,,1977,no
1565,1462,30,No,non_travel,1116,desconocido,2.0,bachillerato,desconocido,3,female,49,3,1,laboratory_technician,4,single,5885,7181,0,desconocido,14,3,3,0,12,2,2,11,6,7,,1993,yes
1566,1463,35,No,travel_rarely,1276,desconocido,16.0,bachillerato,life_sciences,4,male,68,3,3,healthcare_representative,3,desconocido,8582,14295,4,Yes,12,3,3,0,10,2,3,8,0,0,,1988,yes
1567,1464,48,No,travel_rarely,163,desconocido,2.0,doctorado,desconocido,2,female,37,3,2,sales_executive,4,married,4051,19658,2,No,14,3,1,1,14,2,3,9,6,7,"4051,0",1975,yes
1568,1465,45,No,travel_rarely,561,desconocido,2.0,bachillerato,other,4,male,61,3,2,sales_executive,2,desconocido,4805,16177,0,No,19,3,2,1,13,3,4,8,3,7,"4805,0",1978,no
1569,1466,26,Yes,travel_frequently,426,desconocido,17.0,universidad,life_sciences,2,female,58,3,1,human_resources,3,desconocido,2741,22808,0,Yes,11,3,2,1,8,2,2,7,1,0,"2741,0",1997,yes
1570,1467,41,No,desconocido,509,desconocido,2.0,universidad,other,1,female,62,2,2,healthcare_representative,3,single,5722,2112,2,Yes,17,3,1,0,10,3,3,8,0,7,,1982,yes
1571,1468,34,No,desconocido,258,desconocido,21.0,universidad,desconocido,4,male,74,4,2,sales_executive,4,single,5337,19921,1,desconocido,12,3,4,0,10,3,3,10,5,7,"5337,0",1989,no
1572,1469,31,No,travel_rarely,525,desconocido,6.6,universidad,medical,1,male,66,4,2,sales_executive,4,divorced,6953,6219,4,No,22,4,4,2,13,4,4,7,5,7,,1992,yes
1573,1470,43,No,travel_frequently,905,desconocido,9.0,doctorado,desconocido,4,male,72,3,2,laboratory_technician,3,divorced,7337,19627,3,desconocido,13,3,2,1,10,3,3,8,4,7,,1980,yes
1574,1471,53,No,desconocido,238,sales,1.0,eso,desconocido,4,female,34,3,2,sales_executive,1,single,5919,7507,7,desconocido,20,4,4,0,18,2,4,14,8,10,,1970,no
1575,1472,37,No,travel_rarely,482,desconocido,3.0,bachillerato,other,3,male,36,3,3,manufacturing_director,3,married,9434,9606,1,No,15,3,3,1,10,2,3,10,7,8,"9434,0",1986,yes
1576,1473,54,No,desconocido,397,desconocido,10.2,universidad,desconocido,3,male,88,3,3,human_resources,2,desconocido,8646,6729,2,desconocido,15,3,3,1,16,1,4,9,7,1,,1969,no
1577,1474,38,No,travel_rarely,243,sales,7.0,universidad,marketing,4,female,46,2,2,sales_executive,4,desconocido,5355,7791,0,No,20,3,1,0,15,2,3,7,0,5,,1985,yes
1578,1475,29,No,desconocido,806,research_development,1.0,universidad,life_sciences,2,male,60,1,1,research_scientist,4,divorced,5990,18959,1,desconocido,18,3,4,1,10,5,3,10,2,8,,1994,yes
1579,1476,34,No,desconocido,1442,desconocido,9.0,bachillerato,medical,4,female,46,2,3,healthcare_representative,2,desconocido,4258,17654,1,desconocido,14,3,2,0,9,3,4,8,7,7,,1989,yes
1580,1477,39,No,desconocido,408,desconocido,2.0,universidad,technical_degree,4,female,80,2,2,healthcare_representative,3,single,6294,20978,1,No,11,3,1,0,20,4,3,20,11,10,,1984,no
1581,1478,32,No,desconocido,929,desconocido,10.0,bachillerato,marketing,4,male,55,3,2,sales_executive,4,desconocido,5396,21703,1,desconocido,12,3,4,0,10,2,2,10,0,8,"5396,0",1991,yes
1582,1479,38,No,travel_rarely,827,desconocido,1.0,universidad,life_sciences,2,female,33,4,2,healthcare_representative,4,desconocido,4400,19383,0,desconocido,13,3,3,0,10,4,1,9,1,8,,1985,no
1583,1480,27,No,travel_rarely,767,desconocido,1.0,fp,life_sciences,3,female,68,3,3,manufacturing_director,1,married,5027,6009,1,desconocido,11,3,4,0,9,3,3,9,0,7,,1996,no
1584,1481,32,No,travel_rarely,1018,desconocido,3.0,fp,life_sciences,3,female,39,3,3,research_director,4,single,11159,19373,3,desconocido,15,3,4,0,10,6,3,7,7,7,"11159,0",1991,no
1585,1482,47,No,desconocido,703,desconocido,14.0,universidad,marketing,4,male,42,3,2,sales_executive,1,single,4960,11825,2,desconocido,12,3,4,0,20,2,3,7,1,7,"4960,0",1976,no
1586,1483,27,No,travel_frequently,294,desconocido,10.0,fp,desconocido,4,male,32,3,3,manufacturing_director,1,desconocido,8793,4809,1,No,21,4,3,2,9,4,2,9,1,7,"8793,0",1996,yes
1587,1484,41,No,desconocido,314,desconocido,1.0,bachillerato,desconocido,4,male,59,2,5,manager,3,desconocido,19189,19562,1,No,12,3,2,1,22,3,3,22,2,10,"19189,0",1982,no
1588,1485,28,Yes,desconocido,654,research_development,1.0,fp,desconocido,1,female,67,1,1,research_scientist,2,desconocido,2216,3872,7,Yes,13,3,4,0,10,4,3,7,3,7,"2216,0",1995,yes
1589,1486,36,No,desconocido,427,research_development,8.0,bachillerato,desconocido,1,female,63,4,3,research_director,1,married,11713,20335,9,desconocido,14,3,1,1,10,2,3,8,0,5,"11713,0",1987,no
1590,1487,30,No,desconocido,501,desconocido,12.4,doctorado,marketing,3,male,99,3,2,sales_executive,4,divorced,5304,25275,7,No,23,3,4,1,10,2,2,8,7,7,"5304,0",1993,no
1591,1488,56,No,travel_rarely,1055,desconocido,9.0,bachillerato,desconocido,3,male,81,3,4,healthcare_representative,4,married,11103,20420,7,No,11,3,3,0,30,1,2,10,1,1,"11103,0",1967,yes
1592,1489,45,No,travel_rarely,954,desconocido,2.0,fp,desconocido,2,male,46,1,2,sales_representative,3,single,6632,12388,0,No,13,3,1,0,9,3,3,8,3,1,"6632,0",1978,yes
1593,1490,36,No,non_travel,1434,desconocido,8.0,universidad,desconocido,1,male,76,2,3,sales_executive,1,single,7587,14229,1,desconocido,15,3,2,0,10,1,3,10,0,9,"7587,0",1987,yes
1594,1491,29,No,desconocido,657,desconocido,27.0,bachillerato,medical,2,female,66,3,2,healthcare_representative,3,married,4335,25549,4,No,12,3,1,1,11,3,2,8,1,1,"4335,0",1994,yes
1595,1492,38,No,desconocido,240,desconocido,2.0,universidad,life_sciences,1,female,75,4,2,manufacturing_director,1,single,5980,26085,6,desconocido,12,3,4,0,17,2,3,15,4,12,"5980,0",1985,no
1596,1493,40,No,desconocido,791,desconocido,2.0,fp,medical,3,female,38,4,2,healthcare_representative,2,desconocido,4244,9931,1,No,24,4,4,1,8,2,3,8,3,7,"4244,0",1983,yes
1597,1494,42,No,travel_frequently,570,desconocido,8.0,bachillerato,desconocido,2,male,66,3,5,manager,4,desconocido,10220,16225,1,No,13,3,2,1,24,4,2,24,14,9,,1981,yes
1598,1495,36,No,travel_rarely,676,desconocido,1.0,bachillerato,other,3,female,35,3,2,manufacturing_director,2,desconocido,5228,23361,0,desconocido,15,3,1,1,14,2,3,9,0,5,"5228,0",1987,yes
1599,1496,29,No,travel_rarely,672,desconocido,23.0,fp,desconocido,3,male,81,4,1,research_scientist,3,married,2700,23779,1,desconocido,24,4,3,1,10,3,3,10,0,7,"2700,0",1994,no
1600,1497,55,Yes,desconocido,436,desconocido,2.0,eso,medical,3,male,37,3,2,sales_executive,4,single,7416,21519,4,desconocido,16,3,3,0,16,3,2,9,7,3,,1968,yes
1601,1498,28,No,desconocido,760,sales,8.6,universidad,desconocido,4,female,81,3,2,sales_executive,2,desconocido,5579,3698,1,desconocido,20,4,1,0,8,2,3,8,7,5,,1995,no
1602,1499,26,Yes,desconocido,746,desconocido,5.0,fp,medical,3,female,88,2,1,research_scientist,3,married,2366,20898,1,desconocido,14,3,1,1,8,2,3,8,1,7,"2366,0",1997,yes
1603,1500,44,No,desconocido,661,desconocido,9.0,fp,desconocido,2,male,61,3,1,research_scientist,1,desconocido,6541,7508,1,Yes,13,3,4,0,8,0,3,8,7,1,,1979,no
1604,1501,41,Yes,desconocido,1085,research_development,2.0,universidad,life_sciences,2,female,65,1,1,laboratory_technician,4,divorced,10855,17725,4,Yes,13,3,3,1,20,1,2,7,1,0,,1982,yes
